timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2008-01-02T00:00:00+00:00,AAPL,reject,Active-Guardian: Insufficient data for a confident entry. No confluence factors detected.,0.0,,,
2008-01-04T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bearish MACD crossover and low RSI detected. Decisive short entry with tight protection.,0.75,MACD_crossover;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2008-01-07T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bearish MACD crossover and low RSI detected. Decisive short entry with tight protection.,0.8,MACD_crossover;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2008-01-08T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight stop loss. EMA20 and EMA50 alignment, RSI14 at 0.00, and MACD crossover support the short bias.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-09T00:00:00+00:00,AAPL,hold,Active-Guardian: Market is in Green Zone. Holding short position with tight protection. EMA20 and EMA50 alignment suggests bearish trend continuation.,0.8,EMA_alignment;RSI_oversold;MACD_bearish,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-10T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. EMA20 and EMA50 alignment, RSI14=27.62, and MACD crossover support the short side.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-11T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. EMA20 and EMA50 alignment, RSI14=22.83, and MACD crossover support the short side.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-14T00:00:00+00:00,AAPL,close,"Active-Guardian: Market is in Green Zone. Current price 6.38 is close to the entry price 6.34. The unrealized PnL is -1.24, and the current R multiple is -0.1212. Closing the position to limit further losses.",0.8,EMA_alignment;RSI_36;MACD_bearish,indicator_crossover;trend_strength,trend_following;mean_reversion
2008-01-15T00:00:00+00:00,AAPL,entry,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 are above the current price, indicating a bearish trend. RSI14 is oversold at 27.75, and MACD is bearish. Volatility Ratio is 1.14, allowing for high-frequency trading.",0.8,EMA_alignment;RSI_oversold;MACD_bearish,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-16T00:00:00+00:00,AAPL,entry,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment suggests a bearish trend. RSI14 is oversold, and MACD crossover is bearish. Volatility Ratio is 1.16, indicating high frequency and normal risk.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-17T00:00:00+00:00,AAPL,hold,Active-Guardian: Market is in Green Zone. Holding short position with tight stop loss due to bearish MACD crossover and low RSI14.,0.8,MACD_crossover;RSI_oversold,indicator_crossover,trend_following
2008-01-18T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight stop loss. EMA20 and EMA50 are bearishly aligned, and RSI14 is oversold.",0.8,EMA_alignment;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2008-01-22T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. EMA20 and EMA50 alignment, RSI14=22.02, and MACD crossover support the short side.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-23T00:00:00+00:00,AAPL,entry,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 are bearishly aligned, and RSI14 is oversold at 15.83. MACD crossover is bearish, indicating a potential short opportunity.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;oversold_bounce,trend_following;mean_reversion
2008-01-24T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight stop loss. EMA20 and EMA50 alignment, RSI14 below 30, and MACD crossover support the short bias.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-25T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. EMA20 and EMA50 alignment, RSI14=13.44, and MACD crossover support the short side.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;support_bounce,trend_following;mean_reversion
2008-01-28T00:00:00+00:00,AAPL,hold,Active-Guardian: Market is in Green Zone. Holding short position with tight stop loss due to bearish MACD crossover and low RSI.,0.8,MACD_crossover;RSI_oversold,indicator_crossover,trend_following
2008-01-29T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. Current price 4.7 is close to the entry price 4.97. The unrealized PnL is 12.24, and the current R multiple is 1.1739. Continuing to monitor for take profit or stop loss.",0.8,EMA_alignment;RSI_oversold;Volatility_spike,indicator_crossover;support_bounce,trend_following;mean_reversion
2008-01-30T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. Current price 4.72 is close to the entry price 4.97. The unrealized PnL is 11.34, and the current R multiple is 1.09. Continuing to monitor for potential exit.",0.8,EMA_alignment;RSI_oversold;Volatility_stable,indicator_crossover;support_bounce,trend_following;mean_reversion
2008-02-01T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. Current price 4.78 is close to the entry price 4.97. The unrealized PnL is 8.62, and the current R multiple is 0.8261.",0.8,EMA_alignment;RSI_oversold;Volatility_stable,indicator_crossover;support_bounce,trend_following;mean_reversion
2008-02-04T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight protection. EMA20 and EMA50 alignment, RSI14 at 20.58, and MACD crossover support the short bias.",0.8,EMA_alignment;RSI_oversold;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
