timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2020-01-02T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA alignment and low volatility detected. Decisive long entry with tight protection.,0.8,EMA_alignment;low_volatility,support_bounce,trend_following;mean_reversion
2020-01-03T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1552.4 is below entry price 1555.17524. Closing to limit losses and re-evaluate market conditions.,0.8,,,risk_management
2020-01-06T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. Bullish MACD crossover and EMA alignment detected. Entry with tight protection.,0.8,EMA_alignment;MACD_crossover,indicator_crossover,trend_following
2020-01-07T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Active mode. Current price 1574.3 is above entry price 1571.6647371428571. Holding the long position with a profit target of 1600.0 and a stop loss of 1540.0.,0.8,EMA_crossover;MACD_bullish,indicator_crossover,trend_following
2020-01-08T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Decisive entry with tight protection.,0.85,MACD_crossover;EMA_alignment;RSI_bullish,indicator_crossover;trend_strength,trend_following;mean_reversion
2020-01-09T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1554.3 is below entry price 1563.2659580466473. Closing to limit losses and re-evaluate market conditions.,0.85,,,risk_management
2020-01-27T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA20/50 alignment and MACD crossover detected. Decisive entry with tight protection.,0.8,EMA_alignment;MACD_crossover,indicator_crossover,trend_following
2020-01-28T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1569.8 is below entry price 1579.6855235380972. Closing to limit losses and re-evaluate market conditions.,0.6,,,risk_management
2020-01-30T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA20/50 alignment and MACD crossover detected. Decisive entry with tight protection.,0.82,EMA_alignment;MACD_crossover;RSI_bullish,indicator_crossover;trend_following,trend_following;mean_reversion
2020-01-31T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1584.9 is below entry price 1588.699. Closing to limit losses and re-evaluate market conditions.,0.82,,stop_loss,risk_management
2020-02-04T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Active mode. 1% risk enforced. Bullish MACD crossover and RSI below 50 detected. Decisive entry with tight protection.,0.82,MACD_crossover;RSI_below_50;EMA_alignment,indicator_crossover;trend_alignment,trend_following;mean_reversion
2020-02-05T00:00:00+00:00,GOLD,hold,"Active-Guardian: Market is in Green Zone. Holding current long position with tight protection. EMA20 and EMA50 alignment, RSI below 50, and MACD bearish crossover indicate potential for mean reversion.",0.82,EMA_alignment;RSI_below_50;MACD_bearish_crossover,trend_reversal;mean_reversion,trend_following;mean_reversion
2020-02-06T00:00:00+00:00,GOLD,hold,Active-Guardian: Holding current long position. Price 1567.2 is above entry price 1554.996. ATR-based stop loss in place.,0.82,EMA_alignment;RSI_momentum,price_retest,trend_following
2020-02-07T00:00:00+00:00,GOLD,hold,Active-Guardian: Holding current long position. Price 1570.6 is above entry price 1554.996. ATR-based stop loss in place.,0.82,EMA_alignment;RSI_momentum,price_momentum,trend_following
2020-02-10T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Holding current long position with tight stop loss due to recent losses and current trend strength score of 0.57. ATR-based stop loss in place.,0.82,EMA_alignment;RSI_momentum;Trend_strength,trend_following;mean_reversion,trend_following;risk_management
