timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2008-01-02T00:00:00+00:00,AAPL,reject,"No clear trend or confluence detected. Volatility Ratio is 1.00, indicating a neutral market state.",0.0,,,
2008-01-03T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Active mode. 1% risk enforced. EMA20/50 rejection and RSI at 0 detected. Decisive long entry with tight protection.,0.75,EMA_rejection;RSI_oversold,indicator_rejection;support_bounce,trend_following;mean_reversion
2008-01-04T00:00:00+00:00,AAPL,hold,Active-Guardian: Market is in Green Zone. Holding long position with tight stop loss. EMA alignment and RSI level suggest potential for further upside.,0.75,EMA_alignment;RSI_level,trend_following,trend_following
2008-01-07T00:00:00+00:00,AAPL,close,Active-Guardian: Current price 5.513 is below initial stop 5.35 and entry price 5.706. Closing position due to unrealized loss and invalidation condition.,0.75,,stop_loss,risk_management
2008-01-08T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. RSI14=27.79 indicates oversold condition. EMA20 and EMA50 alignment suggests potential reversal. Entry with tight protection.,0.7,RSI_oversold;EMA_alignment,indicator_crossover,mean_reversion;trend_following
2008-01-09T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding long position due to current price being above initial stop and entry price. Trend strength score is -0.23, indicating a potential reversal.",0.7,EMA_alignment;RSI_level,trend_reversal,trend_following;mean_reversion
2008-01-10T00:00:00+00:00,AAPL,close,"Active-Guardian: Closing existing long position due to recent loss and current market sentiment. Trend Strength Score is -0.17, indicating a bearish trend.",0.4,,,risk_management;trend_following
2008-01-11T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA20/50 rejection and RSI32.89 detected. Decisive entry with tight protection.,0.8,EMA_rejection;RSI_oversold,indicator_crossover;support_bounce,trend_following;mean_reversion
2008-01-14T00:00:00+00:00,AAPL,close,Active-Guardian: Current price 5.469 is below initial stop 5.35 and entry price 5.706. Closing position due to unrealized loss and invalidation condition.,0.8,EMA_rejection;RSI_oversold;Volatility_stable,indicator_crossover;support_bounce;breakout,trend_following;mean_reversion;breakout
2008-01-15T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and recent trade outcomes indicate a need for caution. Volatility Ratio is 0.96, suggesting an ACTIVE (Green Zone) market, but the Trend Strength Score of 0.03 and bearish MACD crossover suggest a potential bearish trend. Recent losing streak and low win rate also advise against entering a new position at this time.",0.2,,,trend_following;risk_management
2008-01-16T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and recent losses indicate a need for caution. Trend Strength Score is 0.11, suggesting a weak trend. Volatility Ratio is 1.01, indicating a stable market, but the bearish MACD crossover and low RSI suggest a potential downturn. Rejecting entry to avoid further losses.",0.2,,,trend_following;risk_management
2008-01-17T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and recent losses suggest caution. Trend Strength Score of 0.24 indicates a weak trend, and the MACD crossover is bearish. Rejecting entry to avoid further losses.",0.4,,,trend_following;risk_management
2008-01-22T00:00:00+00:00,AAPL,reject,Active-Guardian: Current market sentiment and recent losses indicate a need for caution. Trend Strength Score of 0.18 and bearish MACD crossover suggest a potential downtrend. Rejecting entry to avoid further losses.,0.4,,,trend_following;risk_management
2008-01-23T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and trend strength score indicate a bearish trend. Recent trade outcomes show a losing streak, suggesting increased selectivity is necessary.",0.2,,,trend_following;risk_management
2008-01-24T00:00:00+00:00,AAPL,reject,Active-Guardian: Current market sentiment and trend strength score indicate a bearish trend. Recent losing streak and low win rate suggest being more selective. Rejecting entry due to high risk and low confidence.,0.2,,,trend_following;risk_management
2008-01-25T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and recent losses indicate a cautious approach. Trend Strength Score is -0.87, suggesting a bearish trend. Volatility Ratio is 1.28, but given the recent performance and market conditions, it's prudent to be selective and avoid new entries at this time.",0.2,,,trend_following;risk_management
2008-01-28T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and recent losses indicate a need for caution. Volatility Ratio (VR) is 1.26, which is in the ACTIVE zone, but the Trend Strength Score is -0.81, indicating a bearish trend. Rejecting entry due to high risk and potential for further losses.",0.2,,,risk_management;trend_following
2008-01-29T00:00:00+00:00,AAPL,reject,Active-Guardian: Current market sentiment and trend strength score (-0.65) indicate a bearish trend. Recent losses and low win rate (33.3%) suggest being more selective. Rejecting entry to avoid further losses.,0.2,,,trend_following;risk_management
2008-01-30T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and recent losses indicate a need for caution. Trend Strength Score is -0.48, suggesting a bearish trend. Volatility Ratio is 1.18, but given the recent performance, it's prudent to reject entries for now.",0.0,,,trend_following;risk_management
2008-01-31T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market sentiment and trend strength score indicate a bearish trend. Recent trade outcomes show a losing streak, suggesting the need for a more selective approach. Volatility ratio is in the green zone, but the overall analysis suggests a 'reject' signal to avoid further losses.",0.2,,,trend_following;risk_management
