timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2022-01-03T00:00:00+00:00,GOLD,reject,Active-Guardian: Market is in Green Zone. No confluence factors detected for entry. Waiting for 2+ factors to align.,0.0,,,
2022-01-04T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. Bullish MACD crossover and EMA alignment detected. Entry with tight protection.,0.8,EMA_crossover;MACD_bullish,indicator_crossover,trend_following
2022-01-05T00:00:00+00:00,GOLD,hold,"Active-Guardian: Market is in Green Zone. Holding long position with tight protection. EMA20 and EMA50 alignment, MACD crossover, and current price above EMA200 support the hold decision.",0.8,EMA_alignment;MACD_crossover,trend_continuation,trend_following
2022-01-06T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1789.2 is below entry price 1814.6. Unrealized PnL is -7.34. Closing the position to limit further losses.,0.8,,,risk_management
2022-01-11T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Decisive entry with tight protection.,0.82,MACD_crossover;EMA_alignment;RSI_bullish,indicator_crossover;trend_following,trend_following;mean_reversion
2022-01-12T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Active mode. Current price 1827.3 is above entry price 1818.5. Unrealized PnL is 3.06. Holding the position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,indicator_crossover;trend_strength,trend_following;mean_reversion
2022-01-13T00:00:00+00:00,GOLD,hold,"Active-Guardian: Holding the current long position as the market is in the Green Zone and the trend strength score is 1.17, indicating a bullish trend. The MACD crossover is also bullish, supporting the hold decision.",0.82,EMA_alignment;MACD_crossover;Trend_strength,trend_following,trend_following
2022-01-14T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1816.5 is below entry price 1818.5. Unrealized PnL is -0.70. Closing the position to limit further losses.,0.75,,,risk_management
2022-01-20T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA20/50 alignment and MACD crossover detected. Decisive entry with tight protection.,0.82,EMA_alignment;MACD_crossover;Trend_Strength,indicator_crossover;trend_following,trend_following;mean_reversion
2022-01-21T00:00:00+00:00,GOLD,close,Active-Guardian: Closing current long position due to unrealized loss and recent losing streak. Current price 1831.8 is below entry price 1842.6.,0.0,,,risk_management;loss_limitation
