Date,Price,Open,High,Low,Vol.,Change %
01/05/2004,1075.1843236490251,1069.6438902445516,1075.1843236490251,1069.0803936772227,49.69K,0.00%
01/06/2004,1068.1965065923434,1073.841010884284,1076.968008945408,1067.5492944175305,70.86K,-0.65%
01/07/2004,1067.6254234266896,1068.417067762021,1074.4243804829323,1064.610638767746,87.64K,-0.05%
01/08/2004,1060.576690302433,1069.036131489688,1071.6674854671828,1058.4103140950162,98.71K,-0.66%
01/09/2004,1061.495981522597,1060.4924792235824,1061.495981522597,1056.6580101256147,55.71K,0.09%
01/12/2004,1076.9428269307903,1062.8355440714515,1082.5465944058,1060.8122964955983,159.79K,1.46%
01/13/2004,1079.226828995978,1074.429488939628,1082.0194494481973,1073.5946181967233,104.64K,0.21%
01/14/2004,1094.650859474759,1076.7334979909638,1096.9545411029176,1074.9113475529825,191.80K,1.43%
01/15/2004,1107.1632886452028,1093.7471866142807,1109.6721579267983,1090.6774015804215,217.27K,1.14%
01/16/2004,1096.9837579274842,1106.7578568388928,1114.7065361826485,1091.1073519142533,193.45K,-0.92%
01/20/2004,1794.2324772359052,1842.2268171738383,1842.949902116995,1778.6011140611186,186.02K,63.56%
01/21/2004,1830.0247585783973,1790.709735573327,1845.5313566412337,1788.2826271012518,184.59K,1.99%
01/22/2004,1829.1796901096004,1836.8650394959056,1840.8345577952384,1813.851016950776,165.62K,-0.05%
01/23/2004,1828.5218892185778,1825.1958573437598,1831.8205305425815,1815.255959883155,138.08K,-0.04%
01/26/2004,1877.3798457278754,1828.7347974744755,1888.5655466393716,1825.6297862288495,180.28K,2.67%
01/27/2004,1872.089383175928,1877.7781700278663,1922.687180464094,1862.4963855087547,414.59K,-0.28%
01/28/2004,1815.7557527351369,1874.1536918615072,1882.0411489280198,1794.371451803029,316.26K,-3.01%
01/29/2004,1857.1143288789033,1819.404430577458,1872.961662651887,1814.8846742402561,218.50K,2.28%
01/30/2004,1857.5205001048373,1870.7272296946062,1888.7905071784062,1827.3737227292756,274.00K,0.02%
02/02/2004,1814.451683112983,1862.8242719603354,1866.8801124291965,1807.0777021298936,226.77K,-2.32%
02/03/2004,400.51995111494193,402.96215664255953,405.3949701335857,400.2196089867397,42.17K,-77.93%
02/04/2004,392.8355189117048,401.9400880528939,402.52225874248893,391.11813581845706,58.82K,-1.92%
02/05/2004,393.2041673860266,393.37259814591704,397.47469484975977,391.56686562868003,37.99K,0.09%
02/06/2004,396.3641094525637,393.5677925473287,396.3641094525637,393.489862921377,26.48K,0.80%
02/09/2004,399.13586796906213,396.3600721684345,401.61824482668777,392.78223479756576,34.50K,0.70%
02/10/2004,392.4613694349578,399.4586633502641,399.4586633502641,388.87314535748266,60.82K,-1.67%
02/11/2004,402.4176712577958,393.0273808691873,403.63832980229256,392.1082535355632,59.36K,2.54%
02/12/2004,408.06527985740036,402.7123344582521,409.78967627635194,401.03958236852174,77.15K,1.40%
02/13/2004,408.19072035186207,408.2883509795578,408.99564697199395,406.15540471584563,46.06K,0.03%
02/17/2004,408.4892384981412,408.2796921238662,408.67622497181935,405.62742545387243,39.52K,0.07%
02/18/2004,442.6467247545773,440.6390925196246,442.6467247545773,440.47652504309207,27.96K,8.36%
02/19/2004,437.34730751289453,442.46946652206213,442.46946652206213,437.3004061771596,38.33K,-1.20%
02/20/2004,437.98815786908256,438.0269223404092,439.00980919220336,435.32563583139137,45.91K,0.15%
02/23/2004,437.8820107944401,438.501756324606,440.55496159270496,437.12733597096127,42.08K,-0.02%
02/24/2004,428.1864478392098,437.5480845722178,437.95573288631635,426.8817373983438,91.90K,-2.21%
02/25/2004,424.189550283362,428.74733821381307,428.74733821381307,421.83634506034167,83.91K,-0.93%
02/26/2004,424.08455456716166,423.9949539888078,425.90581114209766,423.9949539888078,37.98K,-0.02%
02/27/2004,423.3221951555704,425.6689265679066,430.1140139786219,422.44553040580115,59.94K,-0.18%
03/01/2004,423.64116662818196,424.6796731208864,426.2356497857616,422.11977406578495,46.00K,0.08%
03/02/2004,426.683456834004,424.76117161385497,427.3132759915361,423.2330585883446,32.57K,0.72%
03/03/2004,1199.6325307456348,1206.1338329530681,1214.9053692712203,1197.9321733654763,282.26K,181.15%
03/04/2004,1203.5929843484855,1206.4596124291481,1206.4596124291481,1200.6808021435536,229.11K,0.33%
03/05/2004,1209.2217680409815,1202.3060184645744,1212.3459368337383,1202.3060184645744,233.87K,0.47%
03/08/2004,1209.7596017315777,1210.5403525698148,1211.6348772586525,1205.5488336806206,241.61K,0.04%
03/09/2004,1201.0263903638697,1210.1492291167638,1214.4955198846812,1195.6378417519368,344.75K,-0.72%
03/10/2004,1207.0005328683865,1204.74327871802,1207.0488925344437,1201.787339482021,197.64K,0.50%
03/11/2004,1199.8801256105985,1204.4423635816545,1208.2081048660216,1195.9253950364573,343.48K,-0.59%
03/12/2004,1187.0895038475624,1198.8305582695273,1201.5305280014186,1186.6566300532234,351.05K,-1.07%
03/15/2004,1196.696776454676,1186.4496371909302,1197.2142452424748,1185.0359652233624,307.82K,0.81%
03/16/2004,1206.1728871866762,1192.0796141293572,1211.1341459794373,1192.0796141293572,365.32K,0.79%
03/17/2004,1975.697878421293,1986.1690835772192,1986.1690835772192,1961.658970947991,189.36K,63.80%
03/18/2004,1959.9795405544783,1975.2897497469116,1978.9704854822405,1951.1827373594344,214.08K,-0.80%
03/19/2004,1970.0381604715362,1954.1943150745287,1974.8600757828222,1945.9795628691866,229.64K,0.51%
03/22/2004,1950.6499231463238,1943.6992749133474,1958.1880434858335,1936.362561146811,180.74K,-0.98%
03/23/2004,1964.5358659453013,1948.9424220569822,1976.5843020417722,1939.7660653995902,142.92K,0.71%
03/24/2004,1961.6441948463107,1965.842249371014,1979.9237027666518,1960.9435236205245,186.81K,-0.15%
03/25/2004,1986.551573392365,1960.0608725562167,1988.6761548593993,1960.0608725562167,133.12K,1.27%
03/26/2004,1980.1269183942986,1980.0079829148062,1991.5953128089864,1969.26727431476,230.02K,-0.32%
03/29/2004,2003.7269551987715,1980.978524962261,2010.2329171691395,1979.6415307259922,199.37K,1.19%
03/30/2004,1994.6382140214323,2000.3742609733915,2007.719471077997,1990.1328973227894,214.88K,-0.45%
03/31/2004,1152.8130383871226,1170.9214464162958,1170.9214464162958,1145.6515136169182,198.53K,-42.20%
04/01/2004,1164.8851921083176,1157.0151913646744,1164.8851921083176,1145.8310330323354,168.01K,1.05%
04/02/2004,1158.1063108215183,1156.9626672062589,1164.1721710516285,1152.984450978544,130.01K,-0.58%
04/05/2004,1159.1474483817797,1157.734434714148,1165.1658645014272,1156.4365244963205,112.57K,0.09%
04/06/2004,1154.4867386634407,1163.6131857718328,1165.4625053162658,1151.2082594993503,126.73K,-0.40%
04/07/2004,1154.9299876404293,1157.3878359360315,1159.7455290264613,1151.8808686267653,109.14K,0.04%
04/08/2004,1147.384686266323,1155.2106853282476,1155.791817941544,1142.7242519585627,150.65K,-0.65%
04/12/2004,1141.6141598707086,1146.6571397841067,1148.2152386260957,1140.9115950551925,125.70K,-0.50%
04/13/2004,1132.7264648939672,1144.0775963160488,1144.6971741712614,1128.9556470020425,161.00K,-0.78%
04/14/2004,1107.6960052466154,1132.1863330513972,1132.6604234053827,1079.7984203648207,261.35K,-2.21%
04/15/2004,642.2066473149911,644.2787082452677,646.9607262475901,638.3521668331518,90.43K,-42.02%
04/16/2004,646.8597579268212,644.9638104258744,651.3165058173979,644.9618964289681,53.68K,0.72%
04/19/2004,653.7956733414834,647.9892612045977,657.5208658640992,646.4005390362667,57.86K,1.07%
04/20/2004,653.0403731689986,653.0484016790901,657.4103307291471,651.5946748163012,39.80K,-0.12%
04/21/2004,657.4416441339303,655.1945355954383,662.0696073034243,653.4351328730427,74.04K,0.67%
04/22/2004,660.8590729211661,657.7654289071234,666.0387814221746,657.1174140158714,52.15K,0.52%
04/23/2004,663.652654255306,665.2965220408876,668.0401480035765,662.1824847930337,74.29K,0.42%
04/26/2004,658.5194650992245,664.1800552097736,665.9293724446308,654.2470623235565,75.34K,-0.77%
04/27/2004,664.8098097557761,656.5029961248493,665.9955185440134,656.5029961248493,82.32K,0.96%
04/28/2004,663.5382668957037,662.6321471073253,665.6799684145055,661.6358297849314,73.18K,-0.19%
04/29/2004,1922.6488898453485,1904.9070395241095,1935.3242205669712,1902.1039632650984,165.27K,189.76%
04/30/2004,1925.4980374708855,1928.488097655339,1938.1849122859305,1910.9070209630568,201.71K,0.15%
05/03/2004,1933.2964479838174,1930.8365802631974,1945.1953976000525,1917.6679206572203,190.30K,0.41%
05/04/2004,1941.7327170470328,1936.6819123652997,1947.0178130200177,1920.835196246414,223.26K,0.44%
05/05/2004,1925.4196666155983,1950.6342435495326,1950.6342435495326,1917.2235273367266,150.90K,-0.84%
05/06/2004,1929.2823333348526,1933.814244026595,1943.463231490758,1926.8839696490963,194.08K,0.20%
05/07/2004,1936.2094303319218,1930.8103568912247,1937.543925346152,1910.044212263193,210.61K,0.36%
05/10/2004,1931.7962015146597,1933.3797018890796,1962.3159213714614,1924.625919082543,259.84K,-0.23%
05/11/2004,1920.1999795441518,1957.1000863351624,1967.7363540374638,1917.4538232371046,310.61K,-0.60%
05/12/2004,1870.7872160471666,1865.572814435123,1882.9102194954378,1864.4343988656753,179.67K,-2.57%
05/13/2004,1258.8483509923938,1256.2783045972647,1263.892067436517,1256.2783045972647,158.36K,-32.71%
05/14/2004,1247.3878078990017,1256.4744217850484,1260.9019759177415,1245.1749222195374,236.74K,-0.91%
05/17/2004,1253.666280195582,1257.9615037356132,1260.152023002942,1249.9896954810638,165.26K,0.50%
05/18/2004,1257.472056485843,1252.69530303892,1274.3599791389381,1252.1299699888025,375.41K,0.30%
05/19/2004,1253.9587901786233,1254.619669117719,1258.9341937472277,1248.6364134805053,182.20K,-0.28%
