Date,Price,Open,High,Low,Vol.,Change %
01/03/2022,166.71316200468547,164.28088672164358,167.4669207302474,163.27058230780236,79.72M,0.00%
01/04/2022,166.36927643630423,168.36616823449484,168.8505857720665,165.41437357426778,76.68M,-0.21%
01/05/2022,163.1227235995383,164.51737745198352,165.3460615631491,162.29029376889622,83.82M,-1.95%
01/06/2022,159.2683659951837,163.2969965245342,164.97561736473526,159.2683659951837,96.42M,-2.36%
01/07/2022,157.554342994335,158.88632138677252,163.1787219881295,155.80708368478716,131.15M,-1.08%
01/10/2022,162.9173019408299,161.47174485355538,163.70248499600416,159.3016254407369,91.45M,3.40%
01/11/2022,158.21391243205358,160.23181619261888,160.46803507643276,156.05998959553938,105.34M,-2.89%
01/12/2022,154.80534369352648,158.8184536460388,159.25816927188092,154.53012600012937,96.97M,-2.15%
01/13/2022,150.49750688111038,151.4793199359859,154.1668373457389,149.97104849257343,108.73M,-2.78%
01/14/2022,155.02953924069038,151.06675794320347,155.61929271833674,150.2809292309702,92.96M,3.01%
01/18/2022,156.18736949377774,154.7321012211812,156.66375094250662,153.67967440108805,87.45M,0.75%
01/19/2022,154.4393056849046,154.78154482195407,156.42894600695513,152.82251768151917,84.92M,-1.12%
01/20/2022,157.37027302685848,155.46198391731036,157.85286236338507,154.70004821634643,68.08M,1.90%
01/21/2022,163.51329492282903,159.70721592747753,164.20809837598006,159.28898702311335,104.96M,3.90%
01/24/2022,153.91774057392558,159.92059053380467,160.34811347342696,153.4725490975593,122.66M,-5.87%
01/25/2022,155.16723939474855,154.78482832367803,157.02772469304722,153.58350428972204,87.97M,0.81%
01/26/2022,152.36081231518804,154.70408569533313,155.3641173061302,151.33468788278245,90.48M,-1.81%
01/27/2022,150.7054481859584,151.39350808739573,151.39350808739573,148.25793008257708,162.28M,-1.09%
01/28/2022,154.5220227149912,149.34525168699926,154.6064123419638,148.98479272265493,81.47M,2.53%
01/31/2022,156.9453789225298,153.47340662946135,158.0352609053805,153.47340662946135,107.69M,1.57%
02/01/2022,146.2374041776295,145.70628963899705,148.29270275038115,145.02154094920556,77.59M,-6.82%
02/02/2022,145.31892416197726,143.21462105691654,146.415052678257,142.3140020886533,71.19M,-0.63%
02/03/2022,148.61551420285076,144.17225977094276,148.79770519358337,143.4912320455996,78.14M,2.27%
02/04/2022,150.34770754476193,149.79163917314253,150.6961224152702,148.17279310469712,76.26M,1.17%
02/07/2022,147.14247373904493,150.72151118544434,151.75273834080636,146.75404865289738,81.42M,-2.13%
02/08/2022,150.90180237537416,148.06465219119087,151.1664703934738,146.92505511379545,82.98M,2.55%
02/09/2022,153.29476079535215,151.02839043987692,153.6060189680023,150.12757613993148,64.82M,1.59%
02/10/2022,155.0094754619626,154.2245458099861,155.82170598809913,151.70419322051902,65.09M,1.12%
02/11/2022,153.9847154346257,155.40125017375456,156.40736586133298,153.4174938433078,66.68M,-0.66%
02/14/2022,153.1292087920652,154.19327260430532,154.9824012096782,152.21529416634067,53.62M,-0.56%
02/15/2022,153.6631064443219,157.5903765283518,158.8078829903182,153.6631064443219,101.70M,0.35%
02/16/2022,152.98384399151797,152.36365054889953,154.43357777847828,150.8742987778216,86.65M,-0.44%
02/17/2022,150.20257921225803,151.19659001891134,151.36507980897952,148.84983001180444,96.03M,-1.82%
02/18/2022,150.60232839744947,149.73775292453033,153.84299326958907,149.56871279148226,93.34M,0.27%
02/22/2022,151.67931859130152,152.69962326976275,154.66982401230325,150.23673445307028,84.44M,0.72%
02/23/2022,149.90254310774606,147.71624217422044,150.65137302007565,144.91335052413785,146.69M,-1.17%
02/24/2022,142.44836656897385,146.0875228041689,146.86985441382447,140.7592439038971,128.14M,-4.97%
02/25/2022,138.13222682329587,141.42288610737583,143.23039459515311,137.92937657397076,124.93M,-3.03%
02/28/2022,142.65233547160997,138.30992313671524,142.99129815273415,137.759429957398,114.31M,3.27%
03/01/2022,146.32111431090433,145.14750734251882,146.32111431090433,144.5041908398563,87.83M,2.57%
03/02/2022,181.93457873884356,177.79348836322484,182.67373764970486,177.68426270603058,104.70M,24.34%
03/03/2022,179.39275472502285,182.98173210654335,183.0223987666711,179.05920724243154,99.31M,-1.40%
03/04/2022,174.54261292859854,179.69691542397078,180.19675439924617,174.54261292859854,94.54M,-2.70%
03/07/2022,172.04115789974222,172.74270768303717,175.36643508222232,171.9180759558833,96.90M,-1.43%
03/08/2022,172.28293587947738,172.75844056808975,174.08820297042624,171.1762907169334,86.71M,0.14%
03/09/2022,172.2008475886988,169.06358709664931,172.85950229470507,168.4134563439975,106.77M,-0.05%
03/10/2022,175.0675854086123,172.33970992036427,175.0675854086123,170.87357303140493,76.14M,1.66%
03/11/2022,175.38877863484274,175.98127427455375,177.3521395321494,174.82687380995188,74.81M,0.18%
03/14/2022,172.30278097071402,175.7286164921167,176.4377814427625,171.86282934647193,84.51M,-1.76%
03/15/2022,173.36044354352603,171.31159182489824,173.86764493066707,171.27309342365265,80.44M,0.61%
03/16/2022,141.34595710822865,142.70797987831372,143.57262010383587,140.92516621252483,70.21M,-18.47%
03/17/2022,137.429348236613,141.8794664555054,143.42788463949944,137.429348236613,67.32M,-2.77%
03/18/2022,139.09489839931115,137.4414057114748,140.6003227151688,136.7199980622342,66.24M,1.21%
03/21/2022,136.51622348929294,137.19820923637226,138.38952883483245,133.44811217347572,98.96M,-1.85%
03/22/2022,138.77301245227193,136.03715892028504,139.07712511676013,135.77985471832108,71.05M,1.65%
03/23/2022,141.61374648945068,137.91263005252267,141.86347290582586,136.75578327453402,73.43M,2.05%
03/24/2022,142.97787719727972,141.64010610281133,143.99427831808254,141.2012120930759,74.06M,0.96%
03/25/2022,146.56371311384794,143.38720466893707,146.56371311384794,143.38720466893707,66.25M,2.51%
03/28/2022,147.04129123869225,145.08068783528563,147.5920127314456,145.04783442662026,64.55M,0.33%
03/29/2022,144.6152864324808,145.61968456932655,146.60245227217644,143.8581704396405,63.31M,-1.65%
03/30/2022,148.27467707517022,148.29832772200186,149.11508088004322,146.77110544620584,71.25M,2.53%
03/31/2022,147.6050793093358,146.03054108085877,148.15841207163385,145.57781182930947,65.45M,-0.45%
04/01/2022,146.45304751917394,147.91589712392792,150.49436537930245,145.88565824149484,68.83M,-0.78%
04/04/2022,142.99296769503687,147.05568258926968,147.2119220614789,142.08505626715566,64.73M,-2.36%
04/05/2022,140.96736785683447,142.13831390025368,143.12019652403237,140.24641156365539,69.72M,-1.42%
04/06/2022,142.73381623218884,142.6094750811975,143.34837642497556,140.94397440163698,62.13M,1.25%
04/07/2022,142.10917881683184,142.34835117368362,145.920041187311,140.9575599135568,76.10M,-0.44%
04/08/2022,144.60422361661935,142.55492056654177,144.60422361661935,140.92437233358038,70.46M,1.76%
04/11/2022,145.40986228038574,149.72053248172642,150.112706191811,144.09519428816674,93.89M,0.56%
04/12/2022,143.36992014847704,145.1325425203258,146.63819032685882,141.21068036035282,82.29M,-1.40%
