Date,Price,Open,High,Low,Vol.,Change %
01/03/2022,1907.0964462319473,1912.316374264623,1918.0409793490037,1898.049942216766,128.61K,0.00%
01/04/2022,1900.5863829964655,1904.942782342536,1905.9559615658775,1894.7250163308559,152.33K,-0.34%
01/05/2022,1885.9069677960492,1894.8075166021258,1904.9822965478252,1885.9069677960492,114.74K,-0.77%
01/06/2022,1893.854408663499,1890.5749680229442,1900.0715254886666,1884.9860734569481,131.09K,0.42%
01/07/2022,1898.807390219533,1892.9925535379714,1904.6295056421116,1892.9925535379714,170.04K,0.26%
01/10/2022,1923.3681087203256,1896.5769673106663,1923.3681087203256,1896.5769673106663,137.39K,1.29%
01/11/2022,1920.5911994885093,1918.4636480526708,1922.3818675525356,1911.863722082743,166.99K,-0.14%
01/12/2022,1916.1336779854887,1911.6043566883313,1926.3119971089438,1911.6043566883313,174.22K,-0.23%
01/13/2022,1935.9058515132344,1920.0885004168883,1943.5894329640005,1911.184668555628,142.38K,1.03%
01/14/2022,1955.424459184876,1946.0581611058662,1958.6209420361636,1942.7716524101788,133.71K,1.01%
01/17/2022,1720.3055263779818,1717.7694795798286,1727.0200047909648,1709.3565867015084,144.87K,-12.02%
01/18/2022,1722.1794022616286,1715.4915901718405,1741.0285931551934,1707.5447422878883,192.86K,0.11%
01/19/2022,1754.0303193940592,1733.7722745220149,1759.3177537300228,1733.7722745220149,140.67K,1.85%
01/20/2022,1774.1611142160423,1768.274638083295,1775.0487959344637,1761.130509818975,174.17K,1.15%
01/21/2022,1775.242407400456,1773.1025546425806,1787.551562648969,1763.405825557464,151.73K,0.06%
01/24/2022,1760.6891713756622,1758.9048936345853,1773.948037654767,1755.2241201867514,153.29K,-0.82%
01/25/2022,1791.3116753781492,1764.9861774031397,1795.016811148556,1764.9861774031397,168.90K,1.74%
01/26/2022,1789.7335493967325,1776.9744113513618,1789.7335493967325,1768.6848500622832,120.51K,-0.09%
01/27/2022,1798.9115342313983,1788.7740340696637,1803.9345363456728,1781.6994747773479,154.59K,0.51%
01/28/2022,1795.974061469321,1795.1618939232026,1809.2935792057524,1787.825877542997,121.26K,-0.16%
01/31/2022,1855.968457948887,1866.9872210165674,1871.1895868286904,1853.80696276675,217.01K,3.34%
02/01/2022,1859.858699151781,1855.1105253134158,1866.8241856664636,1844.174798279311,169.53K,0.21%
02/02/2022,1839.6301936833806,1855.8040854923945,1864.4152653517003,1829.307316833572,168.51K,-1.09%
02/03/2022,1844.4488456470565,1836.460770947661,1845.1043114224115,1827.0352502738929,165.08K,0.26%
02/04/2022,1832.8114181391545,1841.045320335837,1850.326923765659,1829.3906954120362,141.50K,-0.63%
02/07/2022,1834.724067650944,1840.4610537072328,1846.7967331500422,1821.952635731456,179.97K,0.10%
02/08/2022,1821.209801075634,1823.9253582511733,1833.5306832827034,1821.209801075634,169.47K,-0.74%
02/09/2022,1823.9599203206074,1818.4892679511113,1828.1305389877004,1814.2339632351272,184.51K,0.15%
02/10/2022,1837.356823711448,1822.72782897926,1837.8183418282522,1807.222476429764,182.58K,0.73%
02/11/2022,1845.0211948825674,1833.2761437681802,1851.3023314499492,1826.0834147522557,139.76K,0.42%
02/14/2022,1845.4662112483018,1831.481438428154,1855.1297589203368,1814.3364850050293,141.72K,0.02%
02/15/2022,1834.8215370648809,1836.3038908417514,1839.6881544746295,1828.2730301455329,149.55K,-0.58%
02/16/2022,1835.4358793186223,1831.4930527769734,1844.2130414186552,1826.6418461001185,167.07K,0.03%
02/17/2022,1824.6230255316254,1834.1662670526616,1841.615883029896,1820.9378522433935,139.72K,-0.59%
02/18/2022,1819.0294775710802,1833.357064281696,1834.55157309554,1818.6572803379943,111.40K,-0.31%
02/21/2022,1815.8831410052635,1819.6722159537846,1826.1372035530705,1815.4812721328285,155.54K,-0.17%
02/22/2022,1818.0959596117236,1822.788569299423,1834.9141607158538,1808.586579177942,208.90K,0.12%
02/23/2022,1804.6508363229211,1820.0524529550612,1827.2494701162354,1804.3878433044636,249.49K,-0.74%
02/24/2022,1759.9894698004696,1814.2367883726356,1816.4660126766616,1759.9894698004696,258.82K,-2.47%
02/28/2022,1738.8833528897756,1765.981217665926,1771.0786309086322,1730.5969050269182,151.26K,-1.20%
03/01/2022,1943.7285750465808,1974.3223935326541,1980.738900839011,1943.7285750465808,159.60K,11.78%
03/02/2022,1979.2159395416204,1966.3825035910115,1981.7021395423744,1958.460237883663,167.76K,1.83%
03/03/2022,1951.498186778666,1974.3162133009098,1974.3162133009098,1948.710068522456,169.66K,-1.40%
03/07/2022,1943.2011471485393,1956.7545326657153,1962.68782014492,1943.2011471485393,141.35K,-0.43%
03/08/2022,1937.1076269384096,1941.2803628646254,1946.9886355567717,1937.1076269384096,156.42K,-0.31%
03/09/2022,1939.4723459140444,1948.0609840868758,1954.0435981122237,1939.4723459140444,142.34K,0.12%
03/10/2022,1932.656087064608,1944.0118801737713,1944.0118801737713,1928.1246293847616,139.26K,-0.35%
03/14/2022,1921.8583975782137,1932.3133997577834,1932.3133997577834,1914.0128759657496,168.26K,-0.56%
03/15/2022,1920.0844930389785,1922.3539873468958,1929.3062105203671,1912.913583334143,122.32K,-0.09%
03/16/2022,1915.0340876017335,1916.3919824740578,1919.8241667722718,1908.0636462769112,167.15K,-0.26%
03/17/2022,1942.1911597835588,1983.5124516425158,1987.9960338824,1937.4580425538493,245.03K,1.42%
03/21/2022,1952.3915279328437,1942.331251633562,1986.2988919569739,1936.9905640902375,262.25K,0.53%
03/22/2022,2001.8558145121783,1975.1128570270755,2003.269184997996,1969.5306179874444,285.44K,2.53%
03/23/2022,1953.510670291883,1979.3359921854728,1984.6791944321972,1945.3490978421416,183.58K,-2.42%
03/24/2022,1976.511458111869,1956.4845894515054,1980.3866354180775,1948.2242543990724,88.56K,1.18%
03/28/2022,1968.8654539476745,1977.5823357564302,1977.5823357564302,1959.4782755979163,171.70K,-0.39%
03/29/2022,1989.0309182750914,1972.0290941515093,1990.1267955824019,1962.909875245799,162.21K,1.02%
03/30/2022,1986.899239849081,1983.868816603858,2004.0410636492868,1956.1012803691085,233.30K,-0.11%
03/31/2022,2028.633115790339,1992.4763508609874,2037.4152310051236,1983.1495719182176,197.37K,2.10%
04/04/2022,2026.114408026207,2031.1168401984364,2039.6363954029791,2017.9823878601273,149.13K,-0.12%
04/05/2022,1943.2970064846306,1935.714223124613,1951.0965509741857,1920.42174133648,223.26K,-4.09%
04/06/2022,1929.6188891231056,1950.4774642060215,1951.4176733299023,1915.6314003800717,150.90K,-0.70%
