timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2020-01-02T00:00:00+00:00,GOLD,reject,"Active-Guardian: Market is in Green Zone. No confluence factors detected for entry. EMA alignment is neutral, and MACD crossover is neutral.",0.0,,,
2020-01-06T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Decisive entry with tight protection.,0.8,MACD_crossover;EMA_alignment,indicator_crossover,trend_following
2020-01-07T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1890.944 is below entry price 1901.016. Unrealized PnL is -1.97. Closing to limit losses and re-evaluate market.,0.6,EMA_alignment;RSI_overbought,price_rejection,trend_following;loss_limitation
2020-01-08T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment with bullish MACD crossover. RSI14 at 89.00 indicates potential for mean reversion. Trend Strength Score of 1.28 supports long entry.,0.82,EMA_alignment;MACD_crossover;RSI_overbought,indicator_crossover;trend_strength,trend_following;mean_reversion
2020-01-09T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1903.896 is below entry price 1914.334. Unrealized PnL is -2.35. Closing to limit losses and re-evaluate market.,0.0,,,
2020-01-10T00:00:00+00:00,GOLD,reject,Active-Guardian: Current RSI14=81.27 indicates overbought conditions. Recent losses and low win rate suggest being more selective. Rejecting entry to re-evaluate market and avoid further losses.,0.2,,,mean_reversion;risk_management
2020-01-13T00:00:00+00:00,GOLD,reject,"Active-Guardian: Recent losses and low win rate indicate a need for caution. Current price action and indicators do not provide sufficient confluence for a new entry. Volatility Ratio is in the ACTIVE zone, but trend strength and RSI suggest a potential overbought condition.",0.4,,,risk_management;market_sentiment
2020-01-14T00:00:00+00:00,GOLD,entry,"Active-Guardian: Market is in ACTIVE (Green Zone) mode. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Trend Strength Score is 0.87, indicating a strong uptrend.",0.82,MACD_crossover;EMA_alignment;Trend_Strength,indicator_crossover;trend_following,trend_following;mean_reversion
2020-01-15T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in ACTIVE (Green Zone). Current price 1893.189 is above entry price 1890.365. Holding to target profit.,0.82,EMA_alignment;RSI_momentum;MACD_crossover,price_rejection;indicator_crossover,trend_following;mean_reversion
2020-01-16T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. RSI14=27.28 indicates oversold conditions. EMA20 and EMA50 alignment suggests potential for mean reversion. Entry with tight protection due to recent losses.,0.65,RSI_oversold;EMA_alignment,support_bounce,mean_reversion
2020-01-17T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 1772.412 is below entry price 1800.136. Unrealized PnL is -5.43. Closing to limit losses and re-evaluate market.,0.4,,,loss_limiting
2020-01-20T00:00:00+00:00,GOLD,reject,"Active-Guardian: Current market sentiment and recent trade outcomes suggest a high-risk environment. The Volatility Ratio (VR) of 1.28 indicates an ACTIVE (Green Zone) state, but the recent losing streak and low RSI14 value of 23.48 indicate a need for caution. The bearish MACD crossover and low Trend Strength Score of -0.62 also suggest a potential downtrend. Given these conditions, it is prudent to reject new entries and re-evaluate the market.",0.2,,,risk_management;market_sentiment;trend_analysis
2020-01-21T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. RSI14=25.37 indicates oversold conditions. EMA20 and EMA50 alignment suggests potential for mean reversion. Entry justified by Volatility Ratio (VR) of 1.27 and Trend Strength Score of -0.56.,0.82,RSI_oversold;EMA_alignment;Volatility_zone,mean_reversion;support_bounce,mean_reversion;trend_following
2020-01-22T00:00:00+00:00,GOLD,hold,"Active-Guardian: Market is in Green Zone. Holding current long position with tight stop loss. RSI is 37.40, indicating potential for mean reversion.",0.82,EMA_alignment;RSI_oversold,support_bounce,mean_reversion;trend_following
2020-01-23T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 1805.116 is above entry price 1777.966. Unrealized PnL is 4.57. Holding to target profit.,0.82,EMA_alignment;RSI_bounce;price_momentum,indicator_crossover;support_bounce,trend_following;mean_reversion
