timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2022-01-03T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA alignment and low volatility detected. Decisive entry with tight protection.,0.8,EMA_alignment;low_volatility,price_stability,trend_following;mean_reversion
2022-01-04T00:00:00+00:00,AAPL,close,Active-Guardian: Current price 179.7 is below entry price 182.01. Unrealized PnL is -4.47. Closing to limit losses.,0.8,,,loss_limitation
2022-01-05T00:00:00+00:00,AAPL,reject,Active-Guardian: Current market conditions do not meet the 2-factor confluence requirement for entry. Recent loss and low RSI14=0.00 indicate a need for caution.,0.0,,,risk_management;market_analysis
2022-01-06T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current price 172.0 is below recent highs. Trend Strength Score is -0.04, indicating a bearish trend. Recent trade outcome was a loss, and the market may be volatile. Rejecting entry to limit losses.",0.0,,,
2022-01-07T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current price 172.17 is below recent highs. Trend Strength Score is -0.60, indicating a bearish trend. Recent trade outcome was a loss, and the market may be volatile. Rejecting entry to limit losses.",0.0,,,
2022-01-10T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market state indicates a bearish trend with RSI14=2.16 and MACD=-2.157. Recent trade outcome was a loss, and the current price is below the previous entry price. Rejecting entry to limit losses and avoid further drawdown.",0.0,,,
2022-01-11T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. EMA20/50 alignment and RSI14=28.98 oversold condition detected. Decisive long entry with tight protection.,0.8,EMA_alignment;RSI_oversold,indicator_crossover,mean_reversion
2022-01-12T00:00:00+00:00,AAPL,hold,Active-Guardian: Holding current long position. Price 175.53 is above initial stop 168.0. ATR-based stop loss adjustment not triggered.,0.8,EMA_alignment;RSI_32,trend_following,trend_following
2022-01-13T00:00:00+00:00,AAPL,close,Active-Guardian: Current price 172.19 is below entry price 175.08. Unrealized PnL is -4.06. Closing to limit losses due to bearish MACD crossover and low RSI14.,0.6,MACD_crossover;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2022-01-14T00:00:00+00:00,AAPL,reject,"Active-Guardian: Current market conditions (RSI14=28.99, MACD=-2.390, bearish MACD crossover) and recent losses suggest a cautious approach. Rejecting entry to avoid further losses.",0.0,,,risk_management;trend_following
