timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2008-01-02T00:00:00+00:00,GOLD,reject,Active-Guardian: Market is in Green Zone. No confluence factors detected for entry. Waiting for 2+ factors to align.,0.0,,,
2008-01-03T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Active mode. 1% risk enforced. Bullish MACD crossover and EMA alignment detected. Decisive entry with tight protection.,0.8,EMA_alignment;MACD_crossover,indicator_crossover,trend_following
2008-01-04T00:00:00+00:00,GOLD,hold,"Active-Guardian: Market is in Green Zone. Holding long position with tight protection. EMA20 and EMA50 alignment, RSI=71.31, and MACD crossover support the current trend.",0.8,EMA_alignment;RSI_bullish;MACD_crossover,trend_following,trend_following
2008-01-07T00:00:00+00:00,GOLD,close,Active-Guardian: Market is in Green Zone. Current price 862.0 is below entry price 869.1. Unrealized PnL is -3.72. Closing position to limit losses.,0.6,EMA_alignment;RSI_below_60;MACD_bullish,stop_loss_hit;unrealized_pnl_limit,trend_following;risk_management
2008-01-08T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. Bullish MACD crossover and RSI above 70 indicate strong trend. EMA alignment and Trend Strength Score support long entry.,0.82,MACD_crossover;RSI_overbought;EMA_alignment,indicator_crossover;trend_strength,trend_following;momentum
2008-01-09T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 881.7 is above entry price 880.3. Unrealized PnL is 0.35. Holding position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-10T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 893.6 is above entry price 880.3. Unrealized PnL is 3.29. Holding position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,trend_following;breakout,trend_following;mean_reversion
2008-01-11T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 897.7 is above entry price 880.3. Unrealized PnL is 4.30. Holding position with tight protection.,0.82,EMA_alignment;RSI_overbought;MACD_bullish,indicator_crossover;trend_strength,trend_following;momentum_trading
2008-01-14T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 903.4 is above entry price 880.3. Unrealized PnL is 5.71. Holding position with tight protection.,0.82,EMA_crossover;RSI_oversold;Volatility_spike,indicator_crossover;support_bounce;breakout,trend_following;mean_reversion;breakout
2008-01-15T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 902.6 is above entry price 880.3. Unrealized PnL is 5.51. Holding position with tight protection.,0.82,EMA_crossover;RSI_oversold;Volatility_spike,indicator_crossover;support_bounce;breakout,trend_following;mean_reversion;breakout
2008-01-16T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 882.0 is above entry price 880.3. Unrealized PnL is 0.42. Holding position with tight protection.,0.82,EMA_alignment;MACD_bullish;RSI_above_50,price_breakout;MACD_crossover,trend_following;mean_reversion
2008-01-17T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 880.5 is above entry price 880.3. Unrealized PnL is 0.0494. Holding position with tight protection.,0.82,EMA_alignment;MACD_crossover;RSI_momentum,indicator_crossover;trend_following,trend_following;mean_reversion
2008-01-18T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 881.7 is above entry price 880.3. Holding position with tight protection.,0.82,EMA_alignment;RSI_momentum;MACD_crossover,indicator_crossover;trend_strength,trend_following;momentum_trading
2008-01-22T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 890.3 is above entry price 880.3. Unrealized PnL is 2.47. Holding position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,trend_following;mean_reversion,trend_following;mean_reversion
2008-01-23T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 883.1 is above entry price 880.3. Unrealized PnL is 0.69. Holding position with tight protection.,0.82,EMA_alignment;MACD_crossover;RSI_momentum,trend_following;mean_reversion,trend_following;mean_reversion
2008-01-24T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 905.8 is above entry price 880.3. Unrealized PnL is 6.30. Holding position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,price_breakout;indicator_crossover,trend_following;mean_reversion
2008-01-25T00:00:00+00:00,GOLD,entry,Active-Guardian: Market is in Green Zone. Bullish MACD crossover and RSI above 50. EMA alignment supports long entry.,0.82,MACD_crossover;RSI_above_50;EMA_alignment,indicator_crossover;trend_strength,trend_following;mean_reversion
2008-01-28T00:00:00+00:00,GOLD,hold,"Active-Guardian: Market is in Green Zone. Current trend strength and EMA alignment support holding the long position. RSI is at 75.73, indicating a potential for continuation.",0.82,EMA_alignment;RSI_momentum;Trend_strength,trend_following,trend_following
2008-01-29T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Holding long position with current price 925.1 above entry price 910.7. Unrealized PnL is 5.64. Maintaining position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,trend_following;mean_reversion,trend_following;mean_reversion
2008-01-30T00:00:00+00:00,GOLD,entry,"Active-Guardian: Market is in Green Zone. Bullish MACD crossover, RSI above 70, and EMA alignment support long entry.",0.82,MACD_crossover;RSI_above_70;EMA_alignment,indicator_crossover;trend_strength,trend_following;mean_reversion
2008-01-31T00:00:00+00:00,GOLD,hold,Active-Guardian: Market is in Green Zone. Current price 928.0 is above entry price 926.3. Holding position with tight protection.,0.82,EMA_alignment;RSI_bullish;MACD_crossover,price_breakout;trend_strength,trend_following;mean_reversion
2008-02-01T00:00:00+00:00,GOLD,close,Active-Guardian: Current price 913.5 is below entry price 926.3. Unrealized PnL is -4.87. Closing position to limit losses.,0.82,,,risk_management
2008-02-05T00:00:00+00:00,GOLD,entry,"Active-Guardian: Market is in Green Zone. EMA20 and EMA50 alignment with RSI=47.51 suggests potential for mean reversion. Recent price action shows rejection of lower prices, increasing confidence in a long position.",0.82,EMA_alignment;RSI_mean_reversion;price_rejection,indicator_alignment;support_bounce,mean_reversion;trend_following
